RCAB,Code,Name,Start Date,End Date,Status
QLD DETE,30867,The Ellis Institute Australia Pty Ltd as Trustee for The Ellis Family Trust,18-Dec-02,17-Dec-07,Non-Current
ASQA,30868,National Security Training Academy Pty Ltd (in liquidation),15-May-03,22-May-15,Cancelled
ASQA,30869,Boyle Consulting Pty Ltd,28-Oct-12,27-Oct-17,Current
ASQA,30870,Paramount Adventure Centres Pty Ltd as Trustee for the McKay Unit Trust,12-Aug-12,11-Aug-17,Current
QLD DETE,30872,Alan D Goodwin and Angela L McGregor-Goodwin,3-Jan-03,2-Jan-08,Non-Current
ASQA,30873,Aegis Training Services Pty Ltd,1-Aug-13,31-Jul-18,Current
QLD DETE,30874,Queensland Vocational Training College Pty Ltd,28-Jan-03,27-Jan-08,Non-Current
ASQA,30878,Aren Education Pty Ltd,1-Nov-13,31-Oct-18,Current
ASQA,30879,RESPONSE CONSULTING AUSTRALIA PTY. LTD.,3-Jan-13,2-Jan-18,Current
QLD DETE,30880,Paul A Lupi,3-Jan-03,2-Jan-08,Non-Current
QLD DETE,30881,International Frontline Management (Aust) Pty Ltd,20-Jan-03,19-Jan-08,Non-Current
QLD DETE,30882,Ian E and Wendy L McCully,20-Jan-03,4-Jun-10,Non-Current
ASQA,30883,LEONARD E & PATRICIA M MOUNTFORD,4-Feb-03,4-Dec-12,Cancelled
ASQA,30885,Geoffrey Robert Bryant and Louise Anne Bryant as Trustees for The Bryant Family Trust,30-Apr-03,29-Jul-13,Non-Current
QLD DETE,30886,Sam's Seafood Holding Ltd,30-Jun-03,29-Jun-08,Non-Current
QLD DETE,30887,RACQ Operations Pty Ltd,3-Jan-03,27-May-09,Non-Current
QLD DETE,30888,Training Online International Pty Ltd,10-Feb-03,1-Jun-07,Non-Current
QLD DETE,30889,Aero Dynamic Flight Academy Pty Ltd,18-Dec-02,17-Dec-07,Non-Current
QLD DETE,30890,BEVERLEY S ANIDJAR & RENEE D MCCARTHY & ELEANOR C POLLOCK,25-Feb-03,24-Feb-08,Non-Current
ASQA,30892,Owner Building Solutions Australia Pty Ltd,17-Mar-03,16-Mar-13,Non-Current
QLD DETE,30893,Outback Camel Adventures Pty Ltd,15-May-03,20-Aug-07,Non-Current
QLD DETE,30894,Verifact Pty Ltd as trustee for the Crowmont Services Unit Trust,7-Jul-03,21-Jun-08,Non-Current
ASQA,30895,Xamerg Pty Ltd,21-Mar-13,20-Mar-18,Current
QLD DETE,30896,SITE-SAFE HEALTH SAFETY AND RISK MANAGEMENT CONSULTANTS PTY. LTD.,3-Feb-03,14-Sep-11,Cancelled
ASQA,30897,CABB (AUSTRALIA) PTY. LTD.,13-Mar-03,12-Mar-13,Non-Current
ASQA,30898,RAMSAY HEALTH CARE AUSTRALIA PTY LIMITED,1-Nov-13,31-Oct-18,Current
ASQA,30899,Broadview Safety Pty Ltd,1-Jun-14,31-May-19,Current
ASQA,30900,Pacific Pines State High School,29-Jun-12,31-Dec-17,Current
QLD DETE,30901,Kimberley College Limited,19-Nov-02,31-Dec-07,Non-Current
ASQA,30902,Bentley Park College,29-Jun-12,21-Nov-17,Current
QLD DETE,30904,Australian Institute of First Aid and Resuscitation Pty Ltd,18-Mar-03,17-Mar-08,Non-Current
QLD DETE,30905,McMah Pty Ltd,7-Mar-03,6-Mar-08,Non-Current
QLD DETE,30906,HRD CONSULTING PTY. LTD.,19-Aug-03,31-Jan-08,Non-Current
QLD DETE,30907,Treble J Enterprises Pty Ltd,16-May-03,15-May-08,Non-Current
QLD DETE,30908,GJ & SJ Brant,16-Jun-03,28-Jul-10,Non-Current
ASQA,30909,TECHNIWORKS ACTION LEARNING PTY. LTD.,1-Aug-13,31-Jul-18,Current
ASQA,30910,LIFE COACHING INSTITUTE (AUST) PTY LTD ATF THE LIFE COACHING INSTITUTE TRUST,1-Nov-13,31-Oct-18,Current
ASQA,30911,Yamaha Motor Australia Pty Ltd,22-Jul-13,21-Jul-18,Current
QLD DETE,30912,Archdex Pty Ltd atf The TJ & G Mackin Family Trust,13-Jun-03,12-Jun-08,Non-Current
ASQA,30913,Pro-System Training Services Pty Ltd,1-Dec-13,30-Nov-18,Current
ASQA,30915,Orion Training and Performance Management Pty Ltd,1-Oct-13,30-Sep-18,Current
ASQA,30916,Kinesiology Schools Australia Pty Ltd as trustee for Kinesiology Schools Australia Trust,1-Jun-14,31-May-19,Current
ASQA,30917,"STEWART, ALEXANDER JOSEPH",17-Apr-03,27-Feb-15,Cancelled
QLD DETE,30920,Impact People Pty Ltd,18-Jul-03,21-Jun-08,Non-Current
ASQA,30922,Footwear Repair Apprentice Training Service Pty Ltd,1-Dec-13,30-Nov-18,Current
ASQA,30926,"LEO, VINCENT CHEE-HONG",23-Jun-03,22-Jun-13,Non-Current
ASQA,30927,Weinberger Holdings Pty Ltd,29-Jan-03,28-Jan-13,Non-Current
ASQA,30928,Gitana Holdings Pty Ltd,1-Nov-13,31-Oct-18,Current
ASQA,30929,Morrissey Group Pty Ltd,1-Aug-13,31-Jul-18,Current
QLD DETE,30930,B.J O'BRIEN & L O'BRIEN,31-Oct-03,30-Oct-08,Non-Current
QLD DETE,30931,NSP Pest Control Pty Ltd,6-Aug-03,21-Jun-08,Non-Current
ASQA,30933,ROMAN CATHOLIC TRUST CORPORATION FOR THE DIOCESE OF TOWNSVILLE,14-Jul-03,13-Jul-13,Non-Current
QLD DETE,30934,B and I Safety Pty Ltd as Trustee for the Mair Family Discretionary Trust,30-Jun-03,21-Jun-08,Non-Current
ASQA,30936,PRECISE SCHOOL OF DRIVING PTY. LTD.,19-Jan-04,18-Jan-14,Non-Current
QLD DETE,30938,SUCCESS EMPLOYMENT AND TRAINING COOPERATIVE LIMITED,12-Mar-03,11-Mar-08,Non-Current
ASQA,30939,J & B Personnel Pty Ltd,8-May-13,7-May-18,Current
ASQA,3094,Goulburn Ovens Institute of TAFE,1-Jul-15,30-Jun-22,Current
QLD DETE,30940,Placer Dome Asia Pacific Ltd,22-Jul-03,21-Jun-08,Non-Current
ASQA,30941,AUTOMOTIVE FOOD METALS ENGINEERING PRINTING & KINDRED INDUSTRIES UNION,1-Jun-14,31-May-19,Current
ASQA,30942,IFYS TRAINING INC,2-Jul-03,1-Jul-13,Non-Current
QLD DETE,30943,DKL Associates Pty Ltd,22-Jul-03,21-Jun-08,Non-Current
ASQA,30947,AUSTRALIAN ADULT TRAINING SERVICES PTY. LTD.,10-Sep-03,9-Sep-13,Cancelled
ASQA,30948,GMB Training Pty Ltd,4-Nov-03,3-Nov-13,Cancelled
ASQA,30949,Lifeline Community Care,20-Aug-03,15-Jul-14,Cancelled
ASQA,30950,Cleveland Education and Training Centre,29-Jun-12,1-May-18,Current
ASQA,30951,Capricornia (Emerald Campus) School of Distance Education,29-Jun-12,17-Jun-18,Current
QLD DETE,30952,Museums Australia Incorporated,12-Aug-03,11-Aug-08,Non-Current
QLD DETE,30953,EAGLE ENGINEERING PTY. LTD.,25-Sep-03,21-Jun-08,Non-Current
QLD DETE,30954,Solway Michael F,10-Jul-03,21-Jun-08,Non-Current
ASQA,30955,Christian Outreach Centre,15-May-03,31-Dec-13,Non-Current
ASQA,30956,Childs Training Pty Ltd as the trustee for The Childs Family Trust,6-Jun-13,5-Jun-18,Current
ASQA,30957,The Daniels Associates of Australasia Pty Ltd,29-Aug-13,28-Aug-18,Current
QLD DETE,30959,The Kor Group Pty Ltd,8-Sep-03,21-Jun-08,Non-Current
ASQA,30960,BUNDABERG CHRISTIAN COLLEGE LIMITED,29-Jun-12,25-May-18,Current
QLD DETE,30963,G Christinson & D.A Maloney,17-Oct-03,16-Oct-08,Non-Current
ASQA,30964,TP Human Capital Pty Ltd,1-Oct-13,30-Sep-18,Current
QLD DETE,30966,Reflexology Centre Australia Pty Ltd,11-Jun-03,17-Dec-07,Non-Current
ASQA,30967,L TORRISI & M.B TORRISI,19-Sep-03,18-Sep-13,Non-Current
QLD DETE,30968,Fitlink Educational Programs Pty Ltd as the trustee for The Garton-Dodd Family Trust,13-Jun-03,12-Jun-08,Non-Current
QLD DETE,30969,Australia Technical College Pty Ltd,26-Aug-03,24-Jul-08,Non-Current
ASQA,3097,Wodonga Institute of TAFE,1-Jul-15,30-Jun-22,Current
ASQA,30970,Olpac Pty. Ltd.,29-Aug-03,17-Feb-14,Non-Current
QLD DETE,30971,Australian Professional Training Institute Pty Ltd as trustee for the David Gorring Family Trust,6-Nov-03,20-Sep-11,Cancelled
ASQA,30972,AUSTRALIAN TRAINING & SAFETY INSTITUTE LTD,19-Nov-03,2-Nov-12,Cancelled
ASQA,30973,Four Wheel Drive Training Pty Ltd,16-Feb-14,15-Feb-19,Current
QLD DETE,30974,Winners Pty Ltd,24-Jun-03,21-Jun-08,Non-Current
ASQA,30975,Wesley Mission Brisbane,19-Nov-13,18-Nov-18,Current
QLD DETE,30976,Clay Vogelzang,21-Jan-04,20-Jan-09,Non-Current
QLD DETE,30977,G.J MORGAN & R MORGAN,18-Sep-03,1-Jul-08,Non-Current
ASQA,30978,Blueprint Career Development Pty Ltd,23-Sep-13,22-Sep-18,Current
ASQA,30979,Meee Australia Pty Ltd,1-Dec-13,30-Nov-18,Current
ASQA,30980,CHRIS WILLIAMSON & ASSOCIATES (QLD) PTY LTD,1-Jun-14,31-May-19,Current
QLD DETE,30981,Barrett Adolescent Centre School,16-Jul-03,21-Jun-08,Non-Current
ASQA,30982,Managed Corporate Outcomes Pty Ltd,21-Nov-13,20-Nov-18,Current
ASQA,30983,KERRY & BRIAN DAVID NEALE,3-Oct-03,2-Oct-13,Non-Current
QLD DETE,30985,R.J Blanchfield & M D Goodger,22-Dec-03,21-Jun-08,Non-Current
QLD DETE,30986,Kenilworth State Community College,8-Aug-03,3-Feb-09,Non-Current
ASQA,30987,INCITEC Pivot Limited,1-Dec-13,30-Nov-18,Current
QLD DETE,30988,Healthstar Training Network Pty Ltd as trustee for the Healthstar Trust,11-Feb-04,16-Sep-11,Cancelled
QLD DETE,30989,WATSON IAN & MARGARET,2-Dec-03,30-Sep-08,Non-Current
QLD DETE,30990,"LASKOWSKI, KATE LAURAN",19-Jan-04,21-Jun-08,Non-Current
ASQA,30991,Heritage Bank Limited,1-Jun-14,31-May-19,Current
ASQA,30993,Rescue Training Group Pty Ltd,1-Dec-13,30-Nov-18,Current
QLD DETE,30994,Wesley Mission Brisbane,5-Dec-03,22-Feb-08,Non-Current
ASQA,30996,Varsity College,29-Jun-12,31-Aug-18,Current
QLD DETE,30997,Genesis Christian Ministries Ltd,3-Dec-03,20-Feb-12,Cancelled
QLD DETE,31001,Sylvia Neal Sylton Enterprises,1-Nov-96,9-Jan-02,Non-Current
QLD DETE,31049,Brian Hayter Holdings Pty Ltd as Trustee for the Hayter Family Trust,11-Jul-03,21-Jun-08,Non-Current
ASQA,31050,Burnett State College,29-Jun-12,4-Sep-18,Current
ASQA,31051,Brewal Pty Ltd as Trustee for the Crowe Family Trust,18-Aug-03,16-Aug-12,Cancelled
ASQA,31053,AQUATEC PRODUCTS PTY LTD,5-Mar-04,4-Mar-14,Non-Current
QLD DETE,31054,Educang Limited,21-Oct-03,25-Aug-08,Non-Current
QLD DETE,31055,Educang Limited,24-Sep-03,23-Sep-08,Non-Current
ASQA,31056,Christian Community Ministries Ltd,29-Jun-12,23-Dec-18,Current
QLD DETE,31057,GW Training Plus Pty Ltd,28-Nov-03,16-Feb-12,Cancelled
QLD DETE,31058,Queensland Institute of Training Pty Ltd,6-Feb-04,21-Jun-08,Non-Current
ASQA,31059,QPIX Ltd,10-Dec-03,16-Jul-14,Cancelled
ASQA,31060,Orpheus Consulting Group Pty Ltd,18-Dec-03,17-Dec-13,Cancelled
ASQA,31061,WEDGE NOMINEES PTY. LTD.,28-May-04,27-Jul-14,Cancelled
QLD DETE,31063,Education Design Systems Pty Ltd as Trustee for The SKSV Unit Trust,22-Dec-03,21-Jun-08,Non-Current
QLD DETE,31064,Autism Queensland Inc,19-Jan-04,21-Jun-08,Non-Current
ASQA,31066,NATIONAL COLLEGE OF BUSINESS PTY LTD,3-Feb-14,2-Feb-19,Current
QLD DETE,31070,J.G Kiss & D LYNDS,8-Apr-04,18-Aug-08,Non-Current
QLD DETE,31071,Woodford State School,12-Nov-03,21-Jun-08,Non-Current
QLD DETE,31072,"Henningham, John Paul",21-Jun-04,18-Aug-08,Non-Current
ASQA,31073,Roman Catholic Trust Corporation for the Diocese of Townsville,29-Jun-12,16-Nov-18,Current
ASQA,31074,WESTERN SUBURBS STATE SPECIAL SCHOOL,17-Nov-03,31-Dec-12,Non-Current
ASQA,31075,Charters Towers School of Distance Education,3-Dec-03,2-Dec-13,Non-Current
ASQA,31076,AIMM Industrial Training Pty Ltd,5-Mar-14,4-Mar-19,Current
ASQA,31077,Australasian Institute of Pest Management Training Pty Ltd,3-Mar-14,2-Mar-19,Current
ASQA,31078,Medical Administration Training Pty Ltd,29-Mar-14,28-Mar-19,Current
QLD DETE,31079,Landau Technologies QLD Pty Ltd as Trustee for the Lewis-Kuhl Family Trust,19-May-04,18-May-09,Non-Current
QLD DETE,31080,Australian Institute of Property Management (Qld) Pty Ltd,23-Jan-04,22-Jan-09,Non-Current
QLD DETE,31082,Amblawood Pty Ltd,28-Jun-04,27-Jun-09,Non-Current
QLD DETE,31085,DOMNITRANS PTY. LTD.,16-Mar-04,13-Mar-08,Non-Current
QLD DETE,31086,People Resourcing Pty Ltd,29-Jun-04,21-Jun-08,Non-Current
ASQA,31087,McLeod Training Organisation Pty Ltd,23-Mar-14,22-Mar-19,Current
QLD DETE,31088,Crampton Consulting Group Pty Ltd as trustee for the Hardwick Family Trust,16-Apr-04,21-Jun-08,Non-Current
QLD DETE,31089,BGB Holdings Pty Ltd,22-Mar-04,30-Nov-10,Non-Current
QLD DETE,31090,Gold Coast Family Support Group Inc,26-Mar-04,21-Jun-08,Non-Current
QLD DETE,31091,ODR Pty Ltd,5-Apr-04,4-Apr-09,Non-Current
ASQA,31092,OHSA Occupational Health Services Australia Pty Ltd as Trustee for the Phillips Family Trust,23-Mar-14,22-Mar-19,Current
QLD DETE,31093,Stanbroke Pastoral Company Pty Ltd,2-Apr-04,21-Jun-08,Non-Current
ASQA,31094,Gold Coast City Council,13-Sep-14,12-Sep-19,Current
QLD DETE,31095,S.D English and W R English,27-Apr-04,31-Mar-09,Non-Current
ASQA,31096,William Leo John Loomans and Carol Enderby as Trustees for the Built in Safety Trust,18-Aug-05,17-Aug-15,Cancelled
ASQA,31097,The Baptist Union of Queensland,8-Apr-04,28-Aug-12,Cancelled
QLD DETE,31098,Chase Institute Pty Ltd,10-Jun-04,21-Jun-08,Non-Current
QLD DETE,31099,Liquor Industry Training Services Pty Ltd,29-Apr-04,4-Dec-09,Non-Current
ASQA,31100,RYCKI SYMONS PTY LIMITED,4-Mar-14,3-Mar-19,Current
ASQA,31101,SURVEILLANCE AUSTRALIA PTY. LTD.,2-Apr-14,1-Apr-19,Current
ASQA,31102,Accredited Online Training Pty Limited,11-Mar-14,10-Mar-19,Current
QLD DETE,31103,AAMC Training Group Pty Ltd,19-May-04,21-Jun-08,Non-Current
QLD DETE,31104,Zaystir Pty Ltd as Trustee for the Flint Family Trust,15-Jul-04,14-Jul-09,Non-Current
ASQA,31105,O.R.C.A (OCEAN RECREATION CAREERS AUSTRALASIA) PTY LTD,1-Jul-14,30-Jun-19,Current
ASQA,31106,Michelle Ivy Hunter Pty Ltd as Trustee for the M and W Hunter Family Trust,1-Sep-14,31-Aug-19,Current
ASQA,31107,Australian Sports Medicine Federation (Queensland Branch) Limited,14-Apr-04,2-Aug-12,Cancelled
ASQA,31108,Kieron Kelly Consultancy and Training Pty Ltd,19-May-04,31-Dec-15,Non-Current
ASQA,31109,Christian City Church Bridgeman Downs Property Ltd,2-Aug-04,11-Jul-14,Cancelled
Vic VRQA,3111,Victorian Automobile Chamber of Commerce,1-Nov-94,21-Nov-13,Cancelled
QLD DETE,31111,Hervey Bay City Council,21-Jun-04,21-Jun-08,Non-Current
QLD DETE,31112,Rodell Investments Pty Ltd,19-May-04,2-Sep-09,Non-Current
QLD DETE,31113,Kelly Colleges Pty Ltd,2-Apr-04,23-Jun-11,Cancelled
ASQA,31114,The College of Somatic Studies Pty Ltd,9-Sep-04,8-Sep-14,Non-Current
ASQA,31116,Yalga-binbi Institute for Community Development Aboriginal and Torres Strait Islanders Corporation,20-Jul-14,19-Jul-19,Current
ASQA,31117,Arcstar Holdings Pty Ltd,1-Feb-15,31-Jan-20,Current
ASQA,31118,Soarent Pty Ltd as Trustee for the Lee Sye Family Trust,5-Apr-04,4-Apr-14,Non-Current
QLD DETE,31121,Central Highlands Safety Services Pty Ltd,10-Jun-04,13-Jan-08,Non-Current
ASQA,31122,HACCP TEC Group Pty Ltd,4-Jun-04,26-Jul-13,Cancelled
ASQA,31124,SHARED HOPE TRAINING PTY. LTD.,4-Dec-14,3-Dec-19,Current
QLD DETE,31125,TARQUIN J & SHERRY C WESTON,5-Aug-04,4-Aug-09,Non-Current
QLD DETE,31127,Kids Campus Australia Pty Ltd,28-Jun-04,21-Jun-08,Non-Current
QLD DETE,31128,International Academy of Sport Pty Ltd,29-Jun-04,21-Jun-08,Non-Current
ASQA,3113,Victoria University,1-Jul-15,30-Jun-22,Current
QLD DETE,31130,HOUSE OF CHALLICE PTY. LTD.,8-Sep-04,21-Jun-08,Non-Current
ASQA,31131,SKILLGATE LEARNING CENTRES GROUP PTY. LTD.,20-Jul-04,19-Jul-14,Cancelled
QLD DETE,31133,"FYFFE, RONALD G B",23-Apr-04,15-Apr-09,Non-Current
QLD DETE,31134,Andrew Irvine Barnes,21-Apr-05,20-Apr-10,Non-Current
ASQA,31135,Ray Howe Pty Ltd,8-Sep-14,7-Sep-19,Current
QLD DETE,31136,Exsell Training Pty Ltd,26-Jul-04,21-Jun-08,Non-Current
ASQA,31137,Infront Training Pty Ltd,1-Feb-15,31-Jan-20,Current
ASQA,31138,Australian College of Community Services Ltd,1-Feb-15,31-Jan-20,Current
ASQA,31139,Harcourts Queensland Pty Ltd,1-Mar-15,28-Feb-20,Current
QLD DETE,31140,Australian College of Myopractic Pty Ltd,2-Jun-04,1-Jun-09,Non-Current
QLD DETE,31142,Queensland Thoroughbred Racing Board,1-Jul-04,21-Jun-08,Non-Current
QLD DETE,31143,Doug Hall Poulty Pty Ltd as trustee for DA Hall Family Trust a partner in,13-Dec-04,21-Jun-08,Non-Current
QLD DETE,31145,APT TRAINING SOLUTIONS PTY. LTD.,19-Aug-04,18-Aug-09,Non-Current
ASQA,31146,Down Under Training and Consulting Pty Ltd as Trustee for the Woods Trading Trust,1-Jul-04,16-Sep-13,Cancelled
QLD DETE,31147,RJ Blanchfield and CL Quinn,1-Jul-04,21-Jun-08,Non-Current
ASQA,31148,Killarney State School,29-Jun-12,22-Jun-19,Current
ASQA,31149,ADVANCED FLIGHT THEORY PTY. LTD.,1-Mar-15,28-Feb-20,Current
QLD DETE,31150,ME Biocosmetics Australia Pty Ltd,3-Feb-05,25-Nov-09,Non-Current
QLD DETE,31153,Sharp Mining Industry Training Pty Ltd,15-Oct-04,27-Jun-12,Cancelled
ASQA,31155,Calamvale Community College,29-Jun-12,27-Jul-19,Current
ASQA,31156,"COORE, PENELOPE DOONE",15-Oct-14,14-Oct-19,Current
ASQA,31157,Proskills Pty Ltd,12-Jan-05,3-Mar-14,Cancelled
QLD DETE,31158,"ABELL, TRACEY BELINDA",21-Oct-04,21-Jun-08,Non-Current
ASQA,31160,Vertical Horizonz Australia Pty Ltd,6-Dec-14,5-Dec-21,Current
ASQA,31161,Ayurveda College Pty Ltd,20-Oct-14,19-Oct-19,Current
QLD DETE,31162,Competent Support Services Pty Ltd,17-Dec-04,16-Dec-09,Non-Current
ASQA,31164,Australian Rescue and Emergency Management Pty Ltd as trustee for the White Family Trust,8-Nov-04,29-Jun-12,Non-Current
ASQA,31165,Teach International Pty Ltd,22-Nov-15,21-Nov-22,Current
ASQA,31167,Flagstone State Community College,29-Jun-12,21-Sep-19,Current
QLD DETE,31168,Link Communications Corporation P/L Trustee for the Advanced Communications Australasia Unit Trust,3-Nov-04,2-Nov-09,Non-Current
QLD DETE,31169,EDU-PATH INTERNATIONAL PTY. LTD.,17-Dec-04,21-Jun-08,Non-Current
ASQA,31170,Fosters Group Limited,17-Dec-04,16-Dec-14,Non-Current
QLD DETE,31171,Brisbane North Division of General Practice Limited,24-Nov-04,21-Jun-08,Non-Current
ASQA,31172,Poolwerx Corporation Pty Ltd,4-Mar-05,3-Mar-15,Non-Current
QLD DETE,31173,NDBT Pty Ltd ATF NDBT Discretionary Trust,25-Feb-05,8-Oct-09,Non-Current
ASQA,31175,People and Performance Solutions P/L as Trustee for the P & PS Trust,14-Dec-14,13-Dec-19,Current
QLD DETE,31176,Richmond State School,22-Nov-04,21-Jun-08,Non-Current
QLD DETE,31177,Education Design Systems Pty Ltd as Trustee for SKSV Unit Trust,24-Jan-05,19-Jul-06,Non-Current
ASQA,31178,Queensland Training Services Pty Ltd,9-Mar-15,8-Mar-22,Current
ASQA,31179,Australian Celebrations Training Pty Ltd as Trustee for the ACT Trust,23-Feb-15,22-Feb-20,Current
QLD DETE,31181,Pearson West Enterprises Pty Ltd,16-Dec-04,8-Dec-08,Non-Current
ASQA,31183,Zieland Australia Pty Ltd as sole Trustee of the Zieland Australia Unit Trust,31-Dec-04,30-Dec-14,Non-Current
ASQA,31184,C.L QUINN & J.B QUINN,1-Dec-14,30-Nov-19,Current
QLD DETE,31186,Glad Tidings City Church,8-Mar-05,7-Mar-10,Non-Current
QLD DETE,31187,B.D HEWITT & M.R MASTERSON,22-Feb-06,12-Mar-10,Non-Current
QLD DETE,31188,Women at Work Australia Pty Limited,14-Apr-05,21-Jun-08,Non-Current
ASQA,31189,Boeing Defence Australia Limited,29-Jun-12,6-Mar-16,Current
ASQA,31190,Conwal and Associates Pty Ltd,19-May-15,18-May-20,Current
QLD DETE,31191,T L  CARR & K J CZOSNEK,25-Feb-05,21-Jun-08,Non-Current
ASQA,31192,Global Training Institute Pty Ltd,14-Apr-15,13-Apr-20,Current
ASQA,31193,Blue Dog Training Pty Ltd,22-Mar-15,21-Mar-20,Current
QLD DETE,31194,Dios International Pty Ltd,12-Jul-05,23-Feb-10,Non-Current
ASQA,31195,Roman Catholic Trust Corporation for the Diocese of Townsville,30-Mar-15,29-Mar-20,Current
ASQA,31196,Pine Rivers Community Support Services Limited,6-Dec-05,30-Jun-15,Cancelled
ASQA,31198,LESLIE HARRY HUNTER,29-Jun-12,3-Apr-16,Current
QLD DETE,31199,Papillion Pty Ltd,30-May-05,9-Feb-09,Non-Current
ASQA,3120,South West Institute of TAFE,1-Jul-15,30-Jun-22,Current
ASQA,31200,Baking Industry Training Australia Pty Ltd,23-Mar-15,22-Mar-20,Current
QLD DETE,31201,Playhouse Childrens Development Centres Pty Ltd,28-Jan-05,21-Jun-08,Non-Current
QLD DETE,31202,Stanford Institute Pty Ltd,11-Jul-05,21-Jun-08,Non-Current
ASQA,31203,Allbeach Investments Pty Ltd,24-Jun-15,23-Jun-20,Current
QLD DETE,31204,Boss Institute of Advanced Technology Pty Ltd,20-Jun-05,8-Mar-10,Non-Current
ASQA,31206,Australian School of Business and Law Pty Ltd,24-May-15,23-May-22,Current
ASQA,31207,"HOWARTH, BEVERLEY M",24-Jun-05,13-Mar-15,Cancelled
QLD DETE,31208,Australian First Nations Academy for Cultural Family Therapy and Counselling Limited,9-Nov-05,8-Nov-10,Non-Current
ASQA,31209,Circadian Holdings Australia Pty Ltd,15-Sep-15,14-Sep-22,Current
ASQA,31212,Agnew School Incorporated,8-Feb-05,27-Mar-13,Cancelled
QLD DETE,31213,Street-Co Ltd,24-Aug-05,23-Aug-10,Non-Current
ASQA,31215,One Step Further Pty Ltd,18-Jul-15,17-Jul-22,Current
QLD DETE,31216,South East Queensland Hair & Beauty College Pty Ltd,7-Jun-05,6-Jun-10,Non-Current
ASQA,31217,Read Aviation Pty Ltd,15-Sep-15,14-Sep-22,Current
ASQA,31218,Shakra Pty Ltd,24-May-15,23-May-20,Current
QLD DETE,31219,International Pacific Institute Australia Pty Ltd,28-Apr-05,21-Jun-08,Non-Current
ASQA,31221,AHO Holdings Pty Ltd,8-Apr-15,7-Apr-22,Current
ASQA,31222,Real Group Pty Ltd,8-Jun-15,7-Jun-20,Current
ASQA,31223,Australian 4WD and Advanced Driver Education Pty Ltd as trustee for KJ & J Williams Family Trust,26-Apr-15,25-Apr-22,Current
QLD DETE,31224,Remedial Neurotherapy Centre - Australia Pty Ltd as Trustee for the RNCA Unit Trust,7-Sep-05,24-Oct-08,Non-Current
QLD DETE,31225,Farm Gate Training & Consulting Pty Ltd,4-Aug-05,17-Jan-11,Non-Current
ASQA,31226,Metro College of Technology Pty Ltd,27-Jul-05,4-Dec-15,Non-Current
QLD DETE,31227,Queensland Excellence College,10-Aug-05,2-Dec-08,Non-Current
ASQA,31228,Australasian Training Academy Pty Ltd,24-Aug-15,23-Aug-22,Current
ASQA,31229,Teen Challenge International (Queensland) Incorporated,24-Aug-05,23-Aug-15,Cancelled
ASQA,31230,MAURICE J. KERRIGAN & ASSOCIATES PTY. LTD.,19-Jul-15,18-Jul-22,Current
ASQA,31232,Australian Visual Bookkeepers Pty Ltd as Trustee for the Chiswick Horizons Family Trust,29-Jun-12,31-Jul-16,Current
